B_win_prob,R_win_prob,R_fighter,B_fighter,date
0.24445748,0.7555425,Jonathan Pearce,Christian Rodriguez,2022-02-19
0.24560142,0.7543986,Mario Bautista,Jay Perrin,2022-02-19
0.75604117,0.24395882,Andrei Arlovski,Jared Vanderaa,2022-02-12
0.58521414,0.41478586,Derrick Lewis,Tai Tuivasa,2022-02-12
0.28404552,0.7159545,Alexander Hernandez,Renato Moicano,2022-02-12
0.6652924,0.33470765,Bobby Green,Nasrat Haqparast,2022-02-12
0.72198576,0.27801424,Jared Cannonier,Derek Brunson,2022-02-12
0.41344893,0.5865511,Roxanne Modafferi,Casey O'Neill,2022-02-12
0.6960449,0.3039551,Kyler Phillips,Marcelo Rojo,2022-02-12
0.5809189,0.41908106,Israel Adesanya,Robert Whittaker,2022-02-12
0.30347186,0.69652814,Carlos Ulberg,Fabio Cherant,2022-02-12
0.67230225,0.32769775,Mana Martinez,Ronnie Lawrence,2022-02-12
0.4581625,0.5418375,Douglas Silva de Andrade,Sergey Morozov,2022-02-12
0.44671333,0.5532867,AJ Dobson,Jacob Malkoun,2022-02-12
0.34960896,0.65039104,Jeremiah Wells,Blood Diamond,2022-02-12
0.31523603,0.68476397,William Knight,Maxim Grishin,2022-02-12
0.561515,0.43848503,Julian Erosa,Steven Peterson,2022-02-05
0.21229213,0.78770787,Shavkat Rakhmonov,Carlston Harris,2022-02-05
0.74035,0.25964996,Jack Hermansson,Sean Strickland,2022-02-05
0.7870027,0.21299732,Tresean Gore,Bryan Battle,2022-02-05
0.6650148,0.3349852,Punahele Soriano,Nick Maximov,2022-02-05
0.8307585,0.16924147,Chidi Njokuani,Marc-Andre Barriault,2022-02-05
0.6725851,0.32741484,Hakeem Dawodu,Michael Trizano,2022-02-05
0.70144415,0.29855585,Sam Alvey,Brendan Allen,2022-02-05
0.27957046,0.72042954,Miles Johns,John Castaneda,2022-02-05
0.44790667,0.5520933,Jason Witt,Phil Rowe,2022-02-05
0.5194218,0.4805782,Alexis Davis,Julija Stoliarenko,2022-02-05
0.4862172,0.5137828,Malcolm Gordon,Denys Bondar,2022-02-05
0.41456264,0.58543736,Jailton Almeida,Danilo Marques,2022-02-05
0.42259783,0.5774022,Cody Stamann,Said Nurmagomedov,2022-01-22
0.6011245,0.39887547,Michel Pereira,Andre Fialho,2022-01-22
0.6068827,0.39311734,Jack Della Maddalena,Pete Rodriguez,2022-01-22
0.6702294,0.32977062,Francis Ngannou,Ciryl Gane,2022-01-22
0.6034007,0.3965993,Tony Gravely,Saimon Oliveira,2022-01-22
0.28666222,0.7133378,Michael Morales,Trevin Giles,2022-01-22
0.7133038,0.28669617,Brandon Moreno,Deiveson Figueiredo,2022-01-22
0.7115935,0.28840652,Raoni Barcelos,Victor Henry,2022-01-22
0.4527712,0.5472288,Kay Hansen,Jasmine Jasudavicius,2022-01-22
0.58644754,0.41355246,Silvana Gomez Juarez,Vanessa Demopoulos,2022-01-22
0.74588317,0.25411683,Matt Frevola,Genaro Valdez,2022-01-22
0.5483049,0.45169505,Court McGee,Ramiz Brahimaj,2022-01-15
0.28452885,0.71547115,Katlyn Chookagian,Jennifer Maia,2022-01-15
0.33095348,0.6690465,Bill Algeo,Joanderson Brito,2022-01-15
0.67907095,0.32092902,Brandon Royval,Rogerio Bontorin,2022-01-15
0.57002217,0.42997783,Jake Collier,Chase Sherman,2022-01-15
0.81598634,0.18401365,Calvin Kattar,Giga Chikadze,2022-01-15
0.42664224,0.57335776,Jamie Pickett,Joseph Holmes,2022-01-15
0.5334799,0.4665201,Brian Kelleher,Kevin Croom,2022-01-15
0.7468662,0.25313374,TJ Brown,Charles Rosa,2022-01-15
0.7122937,0.28770632,Dakota Bush,Viacheslav Borshchev,2022-01-15
0.4407702,0.5592298,Dustin Stoltzfus,Gerald Meerschaert,2021-12-18
0.4885739,0.5114261,Cub Swanson,Darren Elkins,2021-12-18
0.459185,0.540815,Diego Ferreira,Mateusz Gamrot,2021-12-18
0.3024677,0.6975323,Stephen Thompson,Belal Muhammad,2021-12-18
0.42510444,0.57489556,Amanda Lemos,Angela Hill,2021-12-18
0.3920803,0.6079197,Raphael Assuncao,Ricky Simon,2021-12-18
0.6843051,0.3156949,Derrick Lewis,Chris Daukaus,2021-12-18
0.49078977,0.5092102,Sijara Eubanks,Melissa Gatto,2021-12-18
0.53582084,0.4641792,Justin Tafa,Harry Hunsucker,2021-12-18
0.7769784,0.22302161,Don'Tale Mayes,Josh Parisian,2021-12-18
0.1866135,0.8133865,Raquel Pennington,Macy Chiasson,2021-12-18
0.63775957,0.3622404,Charles Jourdain,Andre Ewell,2021-12-18
0.30091643,0.69908357,Jordan Leavitt,Matt Sayles,2021-12-18
0.36107647,0.6389235,Kai Kara-France,Cody Garbrandt,2021-12-11
0.535239,0.46476102,Raulian Paiva,Sean O'Malley,2021-12-11
0.69281554,0.30718443,Josh Emmett,Dan Ige,2021-12-11
0.58666015,0.41333982,Charles Oliveira,Dustin Poirier,2021-12-11
0.5671922,0.43280783,Pedro Munhoz,Dominick Cruz,2021-12-11
0.5938001,0.40619987,Geoff Neal,Santiago Ponzinibbio,2021-12-11
0.39340264,0.60659736,Amanda Nunes,Julianna Pena,2021-12-11
0.49465734,0.50534266,Augusto Sakai,Tai Tuivasa,2021-12-11
0.7281089,0.27189112,Miranda Maverick,Erin Blanchfield,2021-12-11
0.31456918,0.6854308,Jordan Wright,Bruno Silva,2021-12-11
0.27846593,0.7215341,Andre Muniz,Eryk Anders,2021-12-11
0.7639249,0.23607512,Randy Costa,Tony Kelley,2021-12-11
0.7629232,0.23707683,Ryan Hall,Darrick Minner,2021-12-11
0.58415097,0.41584903,Gillian Robertson,Priscila Cachoeira,2021-12-11
0.69475055,0.30524942,Jimmy Crute,Jamahal Hill,2021-12-04
0.7459433,0.25405666,Brendan Allen,Chris Curtis,2021-12-04
0.44240677,0.5575932,Rob Font,Jose Aldo,2021-12-04
0.44406354,0.55593646,Brad Riddell,Rafael Fiziev,2021-12-04
0.43358248,0.5664175,Maki Pitolo,Dusko Todorovic,2021-12-04
0.35030878,0.6496912,Alex Morono,Mickey Gall,2021-12-04
0.33305997,0.66694003,Clay Guida,Leonardo Santos,2021-12-04
0.43257606,0.56742394,Manel Kape,Zhalgas Zhumagulov,2021-12-04
0.68835735,0.31164265,Alonzo Menifield,William Knight,2021-12-04
0.73053753,0.2694625,Bryan Barberena,Darian Weeks,2021-12-04
0.7198622,0.2801378,Claudio Puelles,Chris Gruetzemacher,2021-12-04
0.6994464,0.30055362,Cheyanne Vlismas,Mallory Martin,2021-12-04
0.43807608,0.5619239,Louis Smolka,Vince Morales,2021-12-04
0.59329903,0.406701,Joanne Wood,Taila Santos,2021-11-20
0.46994692,0.5300531,Davey Grant,Adrian Yanez,2021-11-20
0.46911323,0.53088677,Rani Yahya,Kyung Ho Kang,2021-11-20
0.69840014,0.30159983,Michael Chiesa,Sean Brady,2021-11-20
0.5559243,0.4440757,Ketlen Vieira,Miesha Tate,2021-11-20
0.27070576,0.72929424,Rafa Garcia,Natan Levy,2021-11-20
0.37346148,0.6265385,Pat Sabatini,Tucker Lutz,2021-11-20
0.48664707,0.51335293,Loma Lookboonmee,Loopy Godinez,2021-11-20
0.5128302,0.4871698,Cody Durden,Aoriqileng,2021-11-20
0.776289,0.22371101,Shayilan Nuerdanbieke,Sean Soriano,2021-11-20
0.7082894,0.29171064,Luana Pinheiro,Sam Hughes,2021-11-20
0.4251563,0.5748437,Ben Rothwell,Marcos Rogerio de Lima,2021-11-13
0.37913787,0.6208621,Thiago Moises,Joel Alvarez,2021-11-13
0.5667363,0.43326372,Miguel Baeza,Khaos Williams,2021-11-13
0.24735194,0.75264806,Max Holloway,Yair Rodriguez,2021-11-13
0.7404336,0.25956646,Felicia Spencer,Leah Letson,2021-11-13
0.6276873,0.37231272,Song Yadong,Julio Arce,2021-11-13
0.7967583,0.2032417,Cynthia Calvillo,Andrea Lee,2021-11-13
0.47684234,0.52315766,Sean Woodson,Collin Anglin,2021-11-13
0.49283576,0.50716424,Marc Diakiese,Rafael Alves,2021-11-13
0.34205395,0.65794605,Kennedy Nzechukwu,Da Woon Jung,2021-11-13
0.30922168,0.6907783,Cortney Casey,Liana Jojua,2021-11-13
0.5755916,0.42440838,Kamaru Usman,Colby Covington,2021-11-06
0.23855424,0.76144576,Alex Pereira,Andreas Michailidis,2021-11-06
0.58448255,0.41551748,Rose Namajunas,Zhang Weili,2021-11-06
0.24695575,0.75304425,Frankie Edgar,Marlon Vera,2021-11-06
0.49767572,0.5023243,Al Iaquinta,Bobby Green,2021-11-06
0.77569425,0.22430575,Phil Hawes,Chris Curtis,2021-11-06
0.73501164,0.26498836,Justin Gaethje,Michael Chandler,2021-11-06
0.41936487,0.58063513,Shane Burgos,Billy Quarantillo,2021-11-06
0.26978052,0.7302195,Ian Garry,Jordan Williams,2021-11-06
0.6236307,0.3763693,Dustin Jacoby,John Allan,2021-11-06
0.57306623,0.42693377,Edmen Shahbazyan,Nassourdine Imavov,2021-11-06
0.5205935,0.47940645,Melsik Baghdasaryan,Bruno Souza,2021-11-06
0.6449641,0.35503587,CJ Vergara,Ode Osbourne,2021-11-06
0.24030066,0.75969934,Gian Villante,Chris Barnett,2021-11-06
0.5317493,0.4682507,Islam Makhachev,Dan Hooker,2021-10-30
0.24939394,0.75060606,Jan Blachowicz,Glover Teixeira,2021-10-30
0.45361078,0.5463892,Amanda Ribas,Virna Jandiroba,2021-10-30
0.67903566,0.32096437,Ricardo Ramos,Zubaira Tukhugov,2021-10-30
0.5739497,0.42605028,Alexander Volkov,Marcin Tybura,2021-10-30
0.6881345,0.3118655,Li Jingliang,Khamzat Chimaev,2021-10-30
0.46453422,0.5354658,Albert Duraev,Roman Kopylov,2021-10-30
0.63438463,0.36561534,Magomed Ankalaev,Volkan Oezdemir,2021-10-30
0.4865166,0.5134834,Petr Yan,Cory Sandhagen,2021-10-30
0.60761213,0.3923879,Shamil Gamzatov,Michal Oleksiejczuk,2021-10-30
0.3597088,0.6402912,Makwan Amirkhani,Lerone Murphy,2021-10-30
0.549188,0.45081195,Hu Yaozong,Andre Petroski,2021-10-30
0.6562941,0.34370586,Tagir Ulanbekov,Allan Nascimento,2021-10-30
0.36833894,0.63166106,Elizeu Zaleski dos Santos,Benoit Saint Denis,2021-10-30
0.59222656,0.40777344,Nicolae Negumereanu,Ike Villanueva,2021-10-23
0.53191775,0.46808225,JunYong Park,Gregory Rodrigues,2021-10-23
0.4196583,0.5803417,Paulo Costa,Marvin Vettori,2021-10-23
0.7680361,0.23196387,Francisco Trinaldo,Dwight Grant,2021-10-23
0.3089698,0.6910302,Grant Dawson,Ricky Glenn,2021-10-23
0.5284263,0.4715737,Mason Jones,David Onama,2021-10-23
0.4166639,0.5833361,Alex Caceres,SeungWoo Choi,2021-10-23
0.6154997,0.38450032,Jessica-Rose Clark,Joselyne Edwards,2021-10-23
0.6185974,0.38140258,Tabatha Ricci,Maria Oliveira,2021-10-23
0.24257803,0.757422,Jeff Molina,Daniel Lacerda,2021-10-23
0.67629707,0.32370293,Livinha Souza,Randa Markos,2021-10-23
0.21243727,0.7875627,Khama Worthy,Jai Herbert,2021-10-23
0.4566986,0.5433014,Jamie Pickett,Laureano Staropoli,2021-10-23
0.4723183,0.5276817,Jonathan Martinez,Zviad Lazishvili,2021-10-23
0.516127,0.48387304,Andrei Arlovski,Carlos Felipe,2021-10-16
0.647287,0.35271302,Andrew Sanchez,Bruno Silva,2021-10-16
0.35221004,0.64778996,Jim Miller,Erick Gonzalez,2021-10-16
0.28153384,0.71846616,Manon Fiorot,Mayra Bueno Silva,2021-10-16
0.24398375,0.75601625,Loopy Godinez,Luana Carolina,2021-10-16
0.64810985,0.35189015,Danny Roberts,Ramazan Emeev,2021-10-16
0.7129872,0.28701285,Aspen Ladd,Norma Dumont,2021-10-16
0.52443147,0.47556856,Istela Nunes,Ariane Carnelossi,2021-10-16
0.41431075,0.58568925,Nate Landwehr,Ludovit Klein,2021-10-16
0.36956882,0.6304312,Batgerel Danaa,Brandon Davis,2021-10-16
0.7148638,0.2851362,Chris Gutierrez,Felipe Colares,2021-10-09
0.81237996,0.18762003,Loopy Godinez,Silvana Gomez Juarez,2021-10-09
0.28169787,0.71830213,Randy Brown,Jared Gooden,2021-10-09
0.32711023,0.67288977,Sabina Mazo,Mariya Agapova,2021-10-09
0.3600179,0.6399821,Charles Rosa,Damon Jackson,2021-10-09
0.6716074,0.32839265,Tim Elliott,Matheus Nicolau,2021-10-09
0.40179545,0.59820455,Mackenzie Dern,Marina Rodriguez,2021-10-09
0.54292417,0.4570758,Alexandr Romanov,Jared Vanderaa,2021-10-09
0.7142286,0.28577143,Steve Garcia,Charlie Ontiveros,2021-10-09
0.30966032,0.6903397,Misha Cirkunov,Krzysztof Jotko,2021-10-02
0.5076946,0.49230537,Alexander Hernandez,Mike Breeden,2021-10-02
0.87801737,0.12198262,Alex Oliveira,Niko Price,2021-10-02
0.5399878,0.46001223,Kevin Holland,Kyle Daukaus,2021-10-02
0.28696018,0.7130398,Thiago Santos,Johnny Walker,2021-10-02
0.31410497,0.685895,Antonina Shevchenko,Casey O'Neill,2021-10-02
0.35248017,0.6475198,Joe Solecki,Jared Gordon,2021-10-02
0.7165049,0.28349513,Bethe Correia,Karol Rosa,2021-10-02
0.23943686,0.76056314,Devonte Smith,Jamie Mullarkey,2021-10-02
0.39605504,0.60394496,Douglas Silva de Andrade,Gaetano Pirrello,2021-10-02
0.43291485,0.56708515,Alejandro Perez,Johnny Eduardo,2021-10-02
0.16234267,0.83765733,Stephanie Egger,Shanna Young,2021-10-02
0.6757333,0.32426667,Alexander Volkanovski,Brian Ortega,2021-09-25
0.36869782,0.6313022,Dan Hooker,Nasrat Haqparast,2021-09-25
0.7112785,0.2887215,Shamil Abdurakhimov,Chris Daukaus,2021-09-25
0.2662955,0.7337045,Valentina Shevchenko,Lauren Murphy,2021-09-25
0.556442,0.443558,Nick Diaz,Robbie Lawler,2021-09-25
0.6416236,0.35837638,Curtis Blaydes,Jairzinho Rozenstruik,2021-09-25
0.49441755,0.50558245,Jessica Andrade,Cynthia Calvillo,2021-09-25
0.18949723,0.81050277,Marlon Moraes,Merab Dvalishvili,2021-09-25
0.7696698,0.23033026,Roxanne Modafferi,Taila Santos,2021-09-25
0.6816261,0.31837392,Cody Brundage,Nick Maximov,2021-09-25
0.36502123,0.6349788,Uros Medic,Jalin Turner,2021-09-25
0.2937683,0.7062317,Matthew Semelsberger,Martin Sano,2021-09-25
0.16373903,0.836261,Jonathan Pearce,Omar Morales,2021-09-25
0.6855364,0.31446365,Pannie Kianzad,Raquel Pennington,2021-09-18
0.41219234,0.58780766,Arman Tsarukyan,Christos Giagos,2021-09-18
0.3752249,0.6247751,Ariane Lipski,Mandy Bohm,2021-09-18
0.33632678,0.6636732,Joaquin Buckley,Antonio Arroyo,2021-09-18
0.25094515,0.74905485,Ion Cutelaba,Devin Clark,2021-09-18
0.45365357,0.5463464, Rongzhu,Brandon Jenkins,2021-09-18
0.83962715,0.16037288,Nate Maness,Tony Gravely,2021-09-18
0.57230884,0.42769116,Mike Rodriguez,Tafon Nchukwi,2021-09-18
0.41942465,0.58057535,Anthony Smith,Ryan Spann,2021-09-18
0.31609946,0.68390054,Gustavo Lopez,Alatengheili,2021-09-18
0.21948934,0.78051066,Erin Blanchfield,Sarah Alpar,2021-09-18
0.43164015,0.56835985,Montel Jackson,JP Buys,2021-09-18
0.776881,0.22311904,Impa Kasanganay,Carlston Harris,2021-09-18
0.70671225,0.29328778,Emily Whitmire,Hannah Goldy,2021-09-18
0.6345272,0.3654728,Derek Brunson,Darren Till,2021-09-04
0.29923385,0.70076615,Tom Aspinall,Serghei Spivac,2021-09-04
0.20808214,0.79191786,Modestas Bukauskas,Khalil Rountree Jr.,2021-09-04
0.3075627,0.6924373,Alex Morono,David Zawada,2021-09-04
0.4311853,0.5688147,Julian Erosa,Charles Jourdain,2021-09-04
0.5541178,0.44588223,Paddy Pimblett,Luigi Vendramini,2021-09-04
0.4026068,0.5973932,Molly McCann,Ji Yeon Kim,2021-09-04
0.5893495,0.41065046,Dalcha Lungiambula,Marc-Andre Barriault,2021-09-04
0.3650328,0.6349672,Jack Shore,Liudvik Sholinian,2021-09-04
0.37616503,0.62383497,Sam Alvey,Wellington Turman,2021-08-28
0.37198037,0.62801963,Edson Barboza,Giga Chikadze,2021-08-28
0.5695974,0.43040258,Ricky Turcios,Brady Hiestand,2021-08-28
0.46991742,0.5300826,Bryan Battle,Gilbert Urbina,2021-08-28
0.8489815,0.15101849,Kevin Lee,Daniel Rodriguez,2021-08-28
0.66732264,0.3326774,Andre Petroski,Micheal Gillmore,2021-08-28
0.46934104,0.53065896,Makhmud Muradov,Gerald Meerschaert,2021-08-28
0.5901609,0.4098391,Alessio Di Chirico,Abdul Razak Alhassan,2021-08-28
0.68849576,0.31150427,Dustin Jacoby,Darren Stewart,2021-08-28
0.36690956,0.63309044,Mana Martinez,Guido Cannetti,2021-08-28
0.5088114,0.4911886,JJ Aldrich,Vanessa Demopoulos,2021-08-28
0.37128335,0.62871665,Jamall Emmers,Pat Sabatini,2021-08-28
0.13767993,0.86232007,Jared Cannonier,Kelvin Gastelum,2021-08-21
0.38323718,0.6167628,Clay Guida,Mark Madsen,2021-08-21
0.32568586,0.67431414,Trevin Jones,Saidyokub Kakhramonov,2021-08-21
0.486669,0.513331,Parker Porter,Chase Sherman,2021-08-21
0.26706517,0.73293483,Brian Kelleher,Domingo Pilarte,2021-08-21
0.3389281,0.6610719,Austin Lingo,Luis Saldana,2021-08-21
0.30004537,0.6999546,Vinc Pichel,Austin Hubbard,2021-08-21
0.11618894,0.88381106,Alexandre Pantoja,Brandon Royval,2021-08-21
0.47588205,0.52411795,William Knight,Fabio Cherant,2021-08-21
0.26241064,0.73758936,Bea Malecki,Josiane Nunes,2021-08-21
0.47475135,0.52524865,Roosevelt Roberts,Ignacio Bahamondes,2021-08-21
0.6630783,0.33692172,Sasha Palatnikov,Ramiz Brahimaj,2021-08-21
0.31680435,0.68319565,Derrick Lewis,Ciryl Gane,2021-08-07
0.68999004,0.31000993,Song Yadong,Casey Kenney,2021-08-07
0.28985375,0.71014625,Bobby Green,Rafael Fiziev,2021-08-07
0.6070322,0.3929678,Michael Chiesa,Vicente Luque,2021-08-07
0.6568638,0.34313622,Alonzo Menifield,Ed Herman,2021-08-07
0.4815479,0.5184521,Vince Morales,Drako Rodriguez,2021-08-07
0.68082047,0.31917956,Jose Aldo,Pedro Munhoz,2021-08-07
0.3554269,0.6445731,Karolina Kowalkiewicz,Jessica Penne,2021-08-07
0.25404447,0.7459555,Miles Johns,Anderson Dos Santos,2021-08-07
0.5324037,0.46759626,Manel Kape,Ode Osbourne,2021-08-07
0.38800627,0.61199373,Tecia Torres,Angela Hill,2021-08-07
0.49685973,0.5031403,Johnny Munoz,Jamey Simmons,2021-08-07
0.34630358,0.6536964,Victoria Leonardo,Melissa Gatto,2021-08-07
0.3066662,0.6933338,Uriah Hall,Sean Strickland,2021-07-31
0.358621,0.641379,Chris Gruetzemacher,Rafa Garcia,2021-07-31
0.37643963,0.62356037,Bryan Barberena,Jason Witt,2021-07-31
0.54465795,0.45534205,Collin Anglin,Melsik Baghdasaryan,2021-07-31
0.7236519,0.2763481,Danny Chavez,Kai Kamaka,2021-07-31
0.5165414,0.48345858,Cheyanne Vlismas,Gloria de Paula,2021-07-31
0.78630763,0.21369235,Jinh Yu Frey,Ashley Yoder,2021-07-31
0.8186351,0.18136491,Niklas Stolze,Jared Gooden,2021-07-31
0.25399888,0.7460011,Phil Rowe,Orion Cosce,2021-07-31
0.5473788,0.45262125,Ryan Benoit,Zarrukh Adashev,2021-07-31
0.6002361,0.39976388,Punahele Soriano,Brendan Allen,2021-07-24
0.6024804,0.3975196,Mickey Gall,Jordan Williams,2021-07-24
0.2542972,0.7457028,Nassourdine Imavov,Ian Heinisch,2021-07-24
0.5279802,0.47201982,Darren Elkins,Darrick Minner,2021-07-24
0.74877006,0.25122994,Kyler Phillips,Raulian Paiva,2021-07-24
0.54420424,0.4557958,Miranda Maverick,Maycee Barber,2021-07-24
0.473099,0.526901,Cory Sandhagen,TJ Dillashaw,2021-07-24
0.35937047,0.64062953,Julio Arce,Andre Ewell,2021-07-24
0.42298114,0.57701886,Adrian Yanez,Randy Costa,2021-07-24
0.5234496,0.4765504,Sijara Eubanks,Elise Reed,2021-07-24
0.4939868,0.5060132,Diana Belbita,Hannah Goldy,2021-07-24
0.73349977,0.26650023,Khalid Taha,Sergey Morozov,2021-07-17
0.69811237,0.30188763,Gabriel Benitez,Billy Quarantillo,2021-07-17
0.51942223,0.48057777,Islam Makhachev,Thiago Moises,2021-07-17
0.21364212,0.7863579,Jeremy Stephens,Mateusz Gamrot,2021-07-17
0.63236165,0.36763832,Rodolfo Vieira,Dustin Stoltzfus,2021-07-17
0.32360697,0.67639303,Marion Reneau,Miesha Tate,2021-07-17
0.3206945,0.6793055,Daniel Rodriguez,Preston Parsons,2021-07-17
0.83023167,0.16976835,Amanda Lemos,Montserrat Conejo Ruiz,2021-07-17
0.16046584,0.83953416,Francisco Figueiredo,Malcolm Gordon,2021-07-17
0.20216322,0.7978368,Alan Baudot,Rodrigo Nascimento,2021-07-17
0.6412929,0.35870707,Tai Tuivasa,Greg Hardy,2021-07-10
0.353926,0.646074,Niko Price,Michel Pereira,2021-07-10
0.29058802,0.709412,Carlos Condit,Max Griffin,2021-07-10
0.70594585,0.29405412,Dustin Poirier,Conor McGregor,2021-07-10
0.4237684,0.5762316,Ryan Hall,Ilia Topuria,2021-07-10
0.5376198,0.4623802,Trevin Giles,Dricus Du Plessis,2021-07-10
0.5223383,0.47766176,Irene Aldana,Yana Santos,2021-07-10
0.6981307,0.3018693,Sean O'Malley,Kris Moutinho,2021-07-10
0.47004145,0.52995855,Gilbert Burns,Stephen Thompson,2021-07-10
0.52596736,0.4740326,Omari Akhmedov,Brad Tavares,2021-07-10
0.29855227,0.7014477,Jennifer Maia,Jessica Eye,2021-07-10
0.36939526,0.63060474,Zhalgas Zhumagulov,Jerome Rivera,2021-07-10
0.75285274,0.24714726,Ciryl Gane,Alexander Volkov,2021-06-26
0.7117668,0.28823322,Tim Means,Nicolas Dalby,2021-06-26
0.5825219,0.4174781,Tanner Boser,Ovince Saint Preux,2021-06-26
0.4261493,0.5738507,Shavkat Rakhmonov,Michel Prazeres,2021-06-26
0.50207466,0.49792534,Andre Fili,Daniel Pineda,2021-06-26
0.2429527,0.7570473,Kennedy Nzechukwu,Danilo Marques,2021-06-26
0.24786878,0.7521312,Renato Moicano,Jai Herbert,2021-06-26
0.33739543,0.6626046,Raoni Barcelos,Timur Valiev,2021-06-26
0.5022524,0.4977476,Marcin Prachnio,Ike Villanueva,2021-06-26
0.44535673,0.5546433,Warlley Alves,Jeremiah Wells,2021-06-26
0.5658028,0.4341972,Julia Avila,Julija Stoliarenko,2021-06-26
0.5127472,0.48725277,Charles Rosa,Justin Jaynes,2021-06-26
0.25401157,0.7459884,Yancy Medeiros,Damir Hadzovic,2021-06-26
0.2916293,0.7083707,Marlon Vera,Davey Grant,2021-06-19
0.698539,0.30146098,Chan Sung Jung,Dan Ige,2021-06-19
0.7180625,0.28193748,Julian Erosa,SeungWoo Choi,2021-06-19
0.78316104,0.21683897,Aleksei Oleinik,Serghei Spivac,2021-06-19
0.17022616,0.82977384,Matt Brown,Dhiego Lima,2021-06-19
0.59318614,0.40681383,Kanako Murata,Virna Jandiroba,2021-06-19
0.5383594,0.4616406,Aleksa Camur,Nicolae Negumereanu,2021-06-19
0.6342956,0.36570445,Wellington Turman,Bruno Silva,2021-06-19
0.6718299,0.32817012,Khaos Williams,Matthew Semelsberger,2021-06-19
0.69988513,0.3001149,Joaquim Silva,Ricky Glenn,2021-06-19
0.23750305,0.76249695,Josh Parisian,Roque Martinez,2021-06-19
0.67381907,0.32618093,Casey O'Neill,Lara Procopio,2021-06-19
0.7261242,0.27387577,Eryk Anders,Darren Stewart,2021-06-12
0.5543847,0.4456153,Drew Dober,Brad Riddell,2021-06-12
0.4657721,0.5342279,Paul Craig,Jamahal Hill,2021-06-12
0.7403326,0.25966743,Israel Adesanya,Marvin Vettori,2021-06-12
0.6335845,0.3664155,Deiveson Figueiredo,Brandon Moreno,2021-06-12
0.6049481,0.3950519,Leon Edwards,Nate Diaz,2021-06-12
0.16801381,0.8319862,Lauren Murphy,Joanne Wood,2021-06-12
0.30398208,0.6960179,Pannie Kianzad,Alexis Davis,2021-06-12
0.6823578,0.31764224,Demian Maia,Belal Muhammad,2021-06-12
0.5624605,0.43753952,Movsar Evloev,Hakeem Dawodu,2021-06-12
0.3059466,0.6940534,Fares Ziam,Luigi Vendramini,2021-06-12
0.40983176,0.59016824,Carlos Felipe,Jake Collier,2021-06-12
0.7617719,0.23822805,Matt Frevola,Terrance McKinney,2021-06-12
0.6372726,0.36272737,Chase Hooper,Steven Peterson,2021-06-12
0.48422205,0.51577795,Jairzinho Rozenstruik,Augusto Sakai,2021-06-05
0.6700704,0.32992956,Walt Harris,Marcin Tybura,2021-06-05
0.2499708,0.7500292,Tanner Boser,Ilir Latifi,2021-06-05
0.5461718,0.45382822,Roman Dolidze,Laureano Staropoli,2021-06-05
0.36667436,0.63332564,Montana De La Rosa,Ariane Lipski,2021-06-05
0.43971986,0.56028014,Santiago Ponzinibbio,Miguel Baeza,2021-06-05
0.44083267,0.5591673,Makwan Amirkhani,Kamuela Kirk,2021-06-05
0.42578954,0.57421046,Dusko Todorovic,Gregory Rodrigues,2021-06-05
0.4505449,0.5494551,Francisco Trinaldo,Muslim Salikhov,2021-06-05
0.29345405,0.70654595,Alan Patrick,Mason Jones,2021-06-05
0.39859283,0.6014072,Sean Woodson,Youssef Zalal,2021-06-05
0.4946921,0.5053079,Manon Fiorot,Tabatha Ricci,2021-06-05
0.76172906,0.23827095,Claudio Puelles,Jordan Leavitt,2021-06-05
0.71771824,0.28228173,Justin Tafa,Jared Vanderaa,2021-05-22
0.41411144,0.58588856,Felicia Spencer,Norma Dumont,2021-05-22
0.34501588,0.6549841,Jack Hermansson,Edmen Shahbazyan,2021-05-22
0.28957045,0.71042955,Ben Rothwell,Chris Barnett,2021-05-22
0.6827042,0.3172958,Rob Font,Cody Garbrandt,2021-05-22
0.5299171,0.47008285,Ricardo Ramos,Bill Algeo,2021-05-22
0.5205486,0.47945145,Yan Xiaonan,Carla Esparza,2021-05-22
0.54364675,0.45635325,Court McGee,Claudio Silva,2021-05-22
0.69788027,0.30211976,Bruno Silva,Victor Rodriguez,2021-05-22
0.45925128,0.5407487,Rafael Alves,Damir Ismagulov,2021-05-22
0.4218372,0.5781628,David Dvorak,Juancamilo Ronderos,2021-05-22
0.37799227,0.6220077,Josh Culibao,Shayilan Nuerdanbieke,2021-05-22
0.31746137,0.6825386,Shane Burgos,Edson Barboza,2021-05-15
0.2224409,0.7775591,Jordan Wright,Jamie Pickett,2021-05-15
0.6175871,0.3824129,Matt Schnell,Rogerio Bontorin,2021-05-15
0.47358865,0.52641135,Katlyn Chookagian,Viviane Araujo,2021-05-15
0.46199673,0.53800327,Charles Oliveira,Michael Chandler,2021-05-15
0.76107824,0.23892176,Lando Vannata,Mike Grundy,2021-05-15
0.5580381,0.44196188,Jacare Souza,Andre Muniz,2021-05-15
0.5140825,0.4859175,Tony Ferguson,Beneil Dariush,2021-05-15
0.75400805,0.24599196,Christos Giagos,Sean Soriano,2021-05-15
0.49764496,0.50235504,Kevin Aguilar,Tucker Lutz,2021-05-15
0.38597858,0.6140214,Andrea Lee,Antonina Shevchenko,2021-05-15
0.7275018,0.2724982,Gina Mazany,Priscila Cachoeira,2021-05-15
