B_win_prob,R_win_prob,R_fighter,B_fighter,date
0.28082943,0.7191706,Max Holloway,Chan Sung Jung,2023-08-26
0.55644095,0.44355905,Giga Chikadze,Alex Caceres,2023-08-26
0.3622132,0.6377868,Waldo Cortes-Acosta,Lukasz Brzeski,2023-08-26
0.366935,0.633065,Erin Blanchfield,Taila Santos,2023-08-26
0.3879488,0.6120512,Anthony Smith,Ryan Spann,2023-08-26
0.75047004,0.24952994,Rinya Nakamura,Fernie Garcia,2023-08-26
0.12973696,0.87026304,Junior Tafa,Parker Porter,2023-08-26
0.5058833,0.49411672,Toshiomi Kazama,Garrett Armfield,2023-08-26
0.64424324,0.35575676,Song Kenan,Rolando Bedoya,2023-08-26
0.49083585,0.50916415,Liang Na,JJ Aldrich,2023-08-26
0.5744552,0.4255448,Chidi Njokuani,Michal Oleksiejczuk,2023-08-26
0.2336877,0.7663123,Billy Goff,Yusaku Kinoshita,2023-08-26
0.5973357,0.40266433,SeungWoo Choi,Jarno Errens,2023-08-26
0.48142803,0.518572,Aljamain Sterling,Sean O'Malley,2023-08-19
0.5169101,0.48308995,Chris Weidman,Brad Tavares,2023-08-19
0.55715895,0.44284102,Da'Mon Blackshear,Mario Bautista,2023-08-19
0.6745006,0.3254994,Neil Magny,Ian Garry,2023-08-19
0.4526766,0.5473234,Zhang Weili,Amanda Lemos,2023-08-19
0.5420857,0.4579143,Kurt Holobaugh,Austin Hubbard,2023-08-19
0.68133533,0.3186647,Gregory Rodrigues,Denis Tiuliulin,2023-08-19
0.28746307,0.71253693,Marlon Vera,Pedro Munhoz,2023-08-19
0.71261066,0.28738934,Brad Katona,Cody Gibson,2023-08-19
0.2813748,0.7186252,Karine Silva,Maryna Moroz,2023-08-19
0.45246434,0.54753566,Andrea Lee,Natalia Silva,2023-08-19
0.17181408,0.8281859,Andre Petroski,Gerald Meerschaert,2023-08-19
0.63439417,0.3656058,Vicente Luque,Rafael Dos Anjos,2023-08-12
0.40737188,0.5926281,Polyana Viana,Iasmin Lucindo,2023-08-12
0.52640665,0.47359338,AJ Dobson,Tafon Nchukwi,2023-08-12
0.3737046,0.6262954,Khalil Rountree Jr.,Chris Daukaus,2023-08-12
0.6918112,0.30818877,Josh Fremd,Jamie Pickett,2023-08-12
0.47569734,0.52430266,Cub Swanson,Hakeem Dawodu,2023-08-12
0.25057977,0.7494202,Terrance McKinney,Mike Breeden,2023-08-12
0.49078143,0.5092186,JP Buys,Marcus McGhee,2023-08-12
0.3352391,0.6647609,Francis Marshall,Isaac Dulgarian,2023-08-12
0.627326,0.372674,Josh Parisian,Martin Buday,2023-08-12
0.40507478,0.5949252,Da'Mon Blackshear,Jose Johnson,2023-08-12
0.68230045,0.31769958,Jaqueline Amorim,Montserrat Conejo Ruiz,2023-08-12
0.43424475,0.56575525,Juliana Miller,Luana Santos,2023-08-12
0.4675759,0.5324241,Dustin Jacoby,Kennedy Nzechukwu,2023-08-05
0.7026963,0.29730365,Ignacio Bahamondes,Ludovit Klein,2023-08-05
0.5502404,0.44975963,Jessica Andrade,Tatiana Suarez,2023-08-05
0.44140744,0.55859256,Tanner Boser,Aleksa Camur,2023-08-05
0.54239607,0.4576039,Jeremiah Wells,Carlston Harris,2023-08-05
0.6728358,0.32716414,Cory Sandhagen,Rob Font,2023-08-05
0.34603482,0.6539652,Diego Lopes,Gavin Tucker,2023-08-05
0.2586732,0.7413268,Cody Durden,Jake Hadley,2023-08-05
0.33547825,0.66452175,Kyler Phillips,Raoni Barcelos,2023-08-05
0.41163963,0.58836037,Billy Quarantillo,Damon Jackson,2023-08-05
0.35832107,0.6416789,Sean Woodson,Dennis Buzukja,2023-08-05
0.4795121,0.5204879,Ode Osbourne,Assu Almabayev,2023-08-05
0.53996456,0.4600354,Dustin Poirier,Justin Gaethje,2023-07-29
0.3473711,0.6526289,Gabriel Bonfim,Trevin Giles,2023-07-29
0.7661672,0.23383276,Tony Ferguson,Bobby Green,2023-07-29
0.76201856,0.23798147,Jan Blachowicz,Alex Pereira,2023-07-29
0.38770252,0.6122975,Derrick Lewis,Marcos Rogerio de Lima,2023-07-29
0.63319075,0.36680925,Michael Chiesa,Kevin Holland,2023-07-29
0.34137303,0.658627,Roman Kopylov,Claudio Ribeiro,2023-07-29
0.55046135,0.44953865,CJ Vergara,Vinicius Salvador,2023-07-29
0.7100168,0.2899832,Matthew Semelsberger,Uros Medic,2023-07-29
0.37537313,0.6246269,Jake Matthews,Darrius Flowers,2023-07-29
0.7259635,0.27403653,Miranda Maverick,Priscila Cachoeira,2023-07-29
0.48370898,0.516291,Lerone Murphy,Josh Culibao,2023-07-22
0.2989583,0.7010417,Nathaniel Wood,Andre Fili,2023-07-22
0.40319097,0.596809,Molly McCann,Julija Stoliarenko,2023-07-22
0.4611628,0.5388372,Paul Craig,Andre Muniz,2023-07-22
0.77716243,0.22283757,Davey Grant,Daniel Marcos,2023-07-22
0.24516344,0.75483656,Tom Aspinall,Marcin Tybura,2023-07-22
0.63813365,0.36186635,Jai Herbert,Fares Ziam,2023-07-22
0.32755655,0.67244345,Danny Roberts,Jonny Parsons,2023-07-22
0.2340635,0.7659365,Makhmud Muradov,Bryan Barberena,2023-07-22
0.35888565,0.64111435,Marc Diakiese,Joel Alvarez,2023-07-22
0.5466908,0.45330918,Ketlen Vieira,Pannie Kianzad,2023-07-22
0.40274704,0.59725296,Mick Parkin,Jamal Pogues,2023-07-22
0.41203797,0.58796203,Chris Duncan,Yanal Ashmouz,2023-07-22
0.25371587,0.7462841,Jafel Filho,Daniel Barez,2023-07-22
0.28487498,0.715125,Shauna Bannon,Bruna Brasil,2023-07-22
0.5626775,0.4373225,Albert Duraev,JunYong Park,2023-07-15
0.35037136,0.64962864,Viktoriia Dudakova,Istela Nunes,2023-07-15
0.6058371,0.3941629,Holly Holm,Mayra Bueno Silva,2023-07-15
0.42821753,0.57178247,Norma Dumont,Chelsea Chandler,2023-07-15
0.12453681,0.8754632,Jack Della Maddalena,Bassil Hafez,2023-07-15
0.29646367,0.70353633,Nazim Sadykhov,Terrance McKinney,2023-07-15
0.42578465,0.57421535,Ottman Azaitar,Francisco Prado,2023-07-15
0.6242159,0.3757841,Tucker Lutz,Melsik Baghdasaryan,2023-07-15
0.33940637,0.6605936,Evan Elder,Genaro Valdez,2023-07-15
0.6405946,0.35940537,Austin Lingo,Melquizael Costa,2023-07-15
0.19829082,0.8017092,Alexander Munoz,Carl Deaton,2023-07-15
0.41033655,0.58966345,Tyson Nam,Azat Maksum,2023-07-15
0.25246733,0.74753267,Ashlee Evans-Smith,Ailin Perez,2023-07-15
0.4788308,0.5211692,Robert Whittaker,Dricus Du Plessis,2023-07-08
0.48485965,0.51514035,Yazmin Jauregui,Denise Gomes,2023-07-08
0.14224404,0.85775596,Tatsuro Taira,Edgar Chairez,2023-07-08
0.5050309,0.49496913,Alexander Volkanovski,Yair Rodriguez,2023-07-08
0.6334038,0.3665962,Brandon Moreno,Alexandre Pantoja,2023-07-08
0.40494865,0.59505135,Jalin Turner,Dan Hooker,2023-07-08
0.51143605,0.48856395,Robbie Lawler,Niko Price,2023-07-08
0.81334734,0.18665269,Bo Nickal,Val Woodburn,2023-07-08
0.220568,0.779432,Vitor Petrino,Marcin Prachnio,2023-07-08
0.22709066,0.77290934,Cameron Saaiman,Terrence Mitchell,2023-07-08
0.35521585,0.64478415,Jimmy Crute,Alonzo Menifield,2023-07-08
0.46041566,0.53958434,Shannon Ross,Jesus Aguilar,2023-07-08
0.6062583,0.3937417,Kamuela Kirk,Esteban Ribovics,2023-07-08
0.25578183,0.7442182,Max Griffin,Michael Morales,2023-07-01
0.45344067,0.54655933,Damir Ismagulov,Grant Dawson,2023-07-01
0.74742424,0.25257578,Joanderson Brito,Westin Wilson,2023-07-01
0.7663273,0.23367268,Sean Strickland,Abus Magomedov,2023-07-01
0.63606095,0.36393908,Ariane Lipski,Melissa Gatto,2023-07-01
0.35832345,0.64167655,Brunno Ferreira,Nursulton Ruziboev,2023-07-01
0.62465143,0.3753486,Ismael Bonfim,Benoit Saint Denis,2023-07-01
0.7980024,0.2019976,Kevin Lee,Rinat Fakhretdinov,2023-07-01
0.55881387,0.44118613,Guram Kutateladze,Elves Brener,2023-07-01
0.6641403,0.33585972,Alexandr Romanov,Blagoy Ivanov,2023-07-01
0.6287445,0.3712555,Yana Santos,Karol Rosa,2023-07-01
0.6600921,0.3399079,Ivana Petrovic,Luana Carolina,2023-07-01
0.45587134,0.54412866,Neil Magny,Phil Rowe,2023-06-24
0.7208369,0.27916315,Josh Emmett,Ilia Topuria,2023-06-24
0.5874984,0.41250154,Mateusz Rebecki,Loik Radzhabov,2023-06-24
0.41570878,0.5842912,David Onama,Gabriel Santos,2023-06-24
0.55243486,0.44756514,Randy Brown,Wellington Turman,2023-06-24
0.45979702,0.540203,Austen Lane,Justin Tafa,2023-06-24
0.76104844,0.2389516,Amanda Ribas,Maycee Barber,2023-06-24
0.24170828,0.7582917,Brendan Allen,Bruno Silva,2023-06-24
0.30895352,0.6910465,Tabatha Ricci,Gillian Robertson,2023-06-24
0.17546296,0.82453704,Zhalgas Zhumagulov,Joshua Van,2023-06-24
0.5466996,0.45330042,Trevor Peek,Chepe Mariscal,2023-06-24
0.3648103,0.6351897,Jamall Emmers,Jack Jenkins,2023-06-24
0.5587704,0.4412296,Cody Brundage,Sedriques Dumas,2023-06-24
0.3002758,0.6997242,Marvin Vettori,Jared Cannonier,2023-06-17
0.80867475,0.19132523,Pat Sabatini,Lucas Almeida,2023-06-17
0.2336185,0.7663815,Manuel Torres,Nikolas Motta,2023-06-17
0.7169806,0.2830194,Arman Tsarukyan,Joaquim Silva,2023-06-17
0.43998957,0.56001043,Nicolas Dalby,Muslim Salikhov,2023-06-17
0.4964766,0.5035234,Armen Petrosyan,Christian Leroy Duncan,2023-06-17
0.57698333,0.42301664,Jimmy Flick,Alessandro Costa,2023-06-17
0.40396214,0.59603786,Kyung Ho Kang,Cristian Quinonez,2023-06-17
0.7386509,0.2613491,Dan Argueta,Ronnie Lawrence,2023-06-17
0.48788553,0.51211447,Carlos Hernandez,Denys Bondar,2023-06-17
0.5077957,0.49220428,Tereza Bleda,Gabriella Fernandes,2023-06-17
0.66113234,0.33886766,Zac Pauga,Modestas Bukauskas,2023-06-17
0.2653646,0.7346354,Marc-Andre Barriault,Eryk Anders,2023-06-10
0.31071764,0.68928236,Dan Ige,Nate Landwehr,2023-06-10
0.43588144,0.56411856,Amanda Nunes,Irene Aldana,2023-06-10
0.2935105,0.7064895,Nassourdine Imavov,Chris Curtis,2023-06-10
0.4628157,0.5371843,Mike Malott,Adam Fugitt,2023-06-10
0.55755466,0.44244534,Charles Oliveira,Beneil Dariush,2023-06-10
0.4388674,0.5611326,Miranda Maverick,Jasmine Jasudavicius,2023-06-10
0.4898287,0.5101713,Aiemann Zahabi,Aoriqileng,2023-06-10
0.35100168,0.6489983,Kyle Nelson,Blake Bilder,2023-06-10
0.40642726,0.59357274,David Dvorak,Steve Erceg,2023-06-10
0.4194649,0.5805351,Diana Belbita,Maria Oliveira,2023-06-10
0.39076006,0.60923994,Karine Silva,Ketlen Souza,2023-06-03
0.57477444,0.42522556,Jim Miller,Jesse Butler,2023-06-03
0.59775186,0.40224814,Abubakar Nurmagomedov,Elizeu Zaleski dos Santos,2023-06-03
0.37122583,0.62877417,Tim Elliott,Victor Altamirano,2023-06-03
0.7429462,0.2570538,Kai Kara-France,Amir Albazi,2023-06-03
0.36077935,0.63922065,Daniel Santos,Johnny Munoz,2023-06-03
0.3756345,0.6243655,Alex Caceres,Daniel Pineda,2023-06-03
0.7029324,0.29706758,Andrei Arlovski,Don'Tale Mayes,2023-06-03
0.62206906,0.37793094,Elise Reed,Jinh Yu Frey,2023-06-03
0.4335245,0.5664755,Jamie Mullarkey,Muhammad Naimov,2023-06-03
0.43373948,0.5662605,Da'Mon Blackshear,Luan Lacerda,2023-06-03
0.58207595,0.41792408,John Castaneda,Muin Gafurov,2023-06-03
0.3076195,0.6923805,Philipe Lins,Maxim Grishin,2023-06-03
0.50200325,0.49799675,Emily Ducote,Loopy Godinez,2023-05-20
0.46095407,0.53904593,Diego Ferreira,Michael Johnson,2023-05-20
0.5302502,0.4697498,Mackenzie Dern,Angela Hill,2023-05-20
0.3593976,0.6406024,Edmen Shahbazyan,Anthony Hernandez,2023-05-20
0.4578169,0.5421831,Karolina Kowalkiewicz,Vanessa Demopoulos,2023-05-20
0.27765054,0.72234946,Andre Fialho,Joaquin Buckley,2023-05-20
0.7122492,0.28775078, Maheshate,Viacheslav Borshchev,2023-05-20
0.59534204,0.40465796,Orion Cosce,Gilbert Urbina,2023-05-20
0.50608456,0.49391547,Natalia Silva,Victoria Leonardo,2023-05-20
0.36175036,0.63824964,Chase Hooper,Nick Fiore,2023-05-20
0.5727581,0.42724192,Ilir Latifi,Rodrigo Nascimento,2023-05-20
0.60540867,0.39459136,Takashi Sato,Themba Gorimbo,2023-05-20
0.5330632,0.46693683,Daniel Rodriguez,Ian Garry,2023-05-13
0.24910271,0.7508973,Jairzinho Rozenstruik,Jailton Almeida,2023-05-13
0.66799235,0.33200762,Anthony Smith,Johnny Walker,2023-05-13
0.51861084,0.4813892,Tim Means,Alex Morono,2023-05-13
0.30768198,0.692318,Karl Williams,Chase Sherman,2023-05-13
0.4225973,0.5774027,Cody Stamann,Douglas Silva de Andrade,2023-05-13
0.35223955,0.64776045,Matt Brown,Court McGee,2023-05-13
0.5026102,0.4973898,Carlos Ulberg,Ihor Potieria,2023-05-13
0.49517953,0.50482047,Ji Yeon Kim,Mandy Bohm,2023-05-13
0.7180836,0.2819164,Bryan Battle,Gabe Green,2023-05-13
0.32582968,0.6741703,Jessica-Rose Clark,Tainara Lisboa,2023-05-13
0.12641907,0.87358093,Drew Dober,Matt Frevola,2023-05-06
0.89318675,0.10681327,Aljamain Sterling,Henry Cejudo,2023-05-06
0.6459213,0.3540787,Khaos Williams,Rolando Bedoya,2023-05-06
0.49909747,0.50090253,Kennedy Nzechukwu,Devin Clark,2023-05-06
0.45792103,0.542079,Movsar Evloev,Diego Lopes,2023-05-06
0.21769333,0.7823067,Belal Muhammad,Gilbert Burns,2023-05-06
0.7002528,0.2997472,Jessica Andrade,Yan Xiaonan,2023-05-06
0.5672567,0.43274328,Kron Gracie,Charles Jourdain,2023-05-06
0.43191946,0.56808054,Braxton Smith,Parker Porter,2023-05-06
0.34206885,0.65793115,Joseph Holmes,Claudio Ribeiro,2023-05-06
0.44027662,0.5597234,Phil Hawes,Ikram Aliskerov,2023-05-06
0.7193738,0.2806262,Marina Rodriguez,Virna Jandiroba,2023-05-06
0.5317147,0.4682853,Martin Buday,Jake Collier,2023-04-29
0.6439415,0.35605848,Marcos Rogerio de Lima,Waldo Cortes-Acosta,2023-04-29
0.15815258,0.8418474,Caio Borralho,Michal Oleksiejczuk,2023-04-29
0.54452217,0.45547783,Julian Erosa,Fernando Padilla,2023-04-29
0.30396914,0.69603086,Cody Durden,Charles Johnson,2023-04-29
0.4157893,0.5842107,Rodolfo Vieira,Cody Brundage,2023-04-29
0.29718387,0.7028161,Song Yadong,Ricky Simon,2023-04-29
0.32758117,0.67241883,Josh Quinlan,Trey Waters,2023-04-29
0.7531509,0.2468491,Journey Newson,Marcus McGhee,2023-04-29
0.52692807,0.47307193,Hailey Cowan,Jamey-Lyn Horth,2023-04-29
0.42316097,0.576839,Stephanie Egger,Irina Alekseeva,2023-04-29
0.8434969,0.15650305,Rani Yahya,Montel Jackson,2023-04-22
0.47712618,0.5228738,Karol Rosa,Norma Dumont,2023-04-22
0.38514107,0.6148589,Bobby Green,Jared Gordon,2023-04-22
0.8145089,0.18549106,Jeremiah Wells,Matthew Semelsberger,2023-04-22
0.5092269,0.4907731,Iasmin Lucindo,Brogan Walker,2023-04-22
0.32270318,0.6772968,Brad Tavares,Bruno Silva,2023-04-22
0.22353047,0.7764695,Ricky Glenn,Christos Giagos,2023-04-22
0.5094657,0.49053434,Sergei Pavlovich,Curtis Blaydes,2023-04-22
0.50904346,0.49095654,Francis Marshall,William Gomis,2023-04-22
0.2501343,0.7498657,Mohammed Usman,Junior Tafa,2023-04-22
0.46131277,0.5386872,Brady Hiestand,Batgerel Danaa,2023-04-22
0.68512386,0.31487614,Brandon Royval,Matheus Nicolau,2023-04-15
0.23698276,0.76301724,Dustin Jacoby,Azamat Murzakanov,2023-04-15
0.4913726,0.5086274,Tanner Boser,Ion Cutelaba,2023-04-15
0.62717533,0.3728247,Pedro Munhoz,Chris Gutierrez,2023-04-15
0.49280965,0.50719035,Bill Algeo,TJ Brown,2023-04-15
0.5117532,0.48824677,Clay Guida,Rafa Garcia,2023-04-15
0.35199368,0.6480063,Edson Barboza,Billy Quarantillo,2023-04-15
0.43200767,0.5679923,Max Holloway,Arnold Allen,2023-04-15
0.49882585,0.50117415,Bruna Brasil,Denise Gomes,2023-04-15
0.72667193,0.2733281,Aaron Phillips,Gaston Bolanos,2023-04-15
0.62355316,0.37644687,Lando Vannata,Daniel Zellhuber,2023-04-15
0.77454805,0.22545198,Joselyne Edwards,Lucie Pudilova,2023-04-15
0.67744744,0.32255256,Gillian Robertson,Piera Rodriguez,2023-04-15
0.50977397,0.49022606,Zak Cummings,Ed Herman,2023-04-15
0.5748567,0.4251433,Alex Pereira,Israel Adesanya,2023-04-08
0.522962,0.477038,Gilbert Burns,Jorge Masvidal,2023-04-08
0.4228146,0.5771854,Michelle Waterson-Gomez,Luana Pinheiro,2023-04-08
0.47142553,0.52857447,Cynthia Calvillo,Loopy Godinez,2023-04-08
0.4499132,0.5500868,Rob Font,Adrian Yanez,2023-04-08
0.27993053,0.72006947,Chris Curtis,Kelvin Gastelum,2023-04-08
0.7641663,0.23583369,Kevin Holland,Santiago Ponzinibbio,2023-04-08
0.37990493,0.6200951,Gerald Meerschaert,Joe Pyfer,2023-04-08
0.44767487,0.5523251,Shayilan Nuerdanbieke,Steve Garcia,2023-04-08
0.43671805,0.56328195,Raul Rosas Jr.,Christian Rodriguez,2023-04-08
0.57942104,0.42057893,Ignacio Bahamondes,Trey Ogden,2023-04-08
0.52819407,0.47180596,Jaqueline Amorim,Sam Hughes,2023-04-08
0.42108023,0.57891977,Holly Holm,Yana Santos,2023-03-25
0.49165624,0.50834376,Chidi Njokuani,Albert Duraev,2023-03-25
0.7255262,0.27447376,Andrea Lee,Maycee Barber,2023-03-25
0.43201613,0.56798387,Daniel Pineda,Tucker Lutz,2023-03-25
0.75145596,0.24854404,Marlon Vera,Cory Sandhagen,2023-03-25
0.66622066,0.3337793,Nate Landwehr,Austin Lingo,2023-03-25
0.5455507,0.45444927,Steven Peterson,Lucas Alexander,2023-03-25
0.68657625,0.31342378,Trevin Giles,Preston Parsons,2023-03-25
0.21203941,0.7879606,CJ Vergara,Daniel Lacerda,2023-03-25
0.5822942,0.41770577,Victor Altamirano,Vinicius Salvador,2023-03-25
0.19780076,0.80219924,Justin Gaethje,Rafael Fiziev,2023-03-18
0.79403496,0.20596507,Marvin Vettori,Roman Dolidze,2023-03-18
0.36396176,0.63603824,Gunnar Nelson,Bryan Barberena,2023-03-18
0.19081312,0.8091869,Jennifer Maia,Casey O'Neill,2023-03-18
0.688402,0.311598,Sam Patterson,Yanal Ashmouz,2023-03-18
0.6755855,0.3244145,Chris Duncan,Omar Morales,2023-03-18
0.18720615,0.81279385,Leon Edwards,Kamaru Usman,2023-03-18
0.53685385,0.46314615,Jack Shore,Makwan Amirkhani,2023-03-18
0.12949187,0.87050813,Lerone Murphy,Gabriel Santos,2023-03-18
0.64006025,0.35993975,Jake Hadley,Malcolm Gordon,2023-03-18
0.5797271,0.4202729,Christian Leroy Duncan,Dusko Todorovic,2023-03-18
0.30302483,0.6969752,Joanne Wood,Luana Carolina,2023-03-18
0.6254139,0.37458614,Muhammad Mokaev,Jafel Filho,2023-03-18
0.1670022,0.8329978,Juliana Miller,Veronica Hardy,2023-03-18
0.51202834,0.4879717,Jai Herbert,Ludovit Klein,2023-03-18
0.49993676,0.50006324,Said Nurmagomedov,Jonathan Martinez,2023-03-11
0.6092125,0.39078748,Mario Bautista,Guido Cannetti,2023-03-11
0.8739053,0.1260947,Petr Yan,Merab Dvalishvili,2023-03-11
0.5154716,0.4845284,Nikita Krylov,Ryan Spann,2023-03-11
0.311679,0.688321,Karl Williams,Lukasz Brzeski,2023-03-11
0.5386015,0.46139845,Alexander Volkov,Alexandr Romanov,2023-03-11
0.649279,0.35072103,Raphael Assuncao,Davey Grant,2023-03-11
0.3377152,0.6622848,Vitor Petrino,Anton Turkalj,2023-03-11
0.77462244,0.22537754,Tyson Nam,Bruno Silva,2023-03-11
0.38732588,0.6126741,Sedriques Dumas,Josh Fremd,2023-03-11
0.36760914,0.63239086,Ariane Lipski,JJ Aldrich,2023-03-11
0.48673236,0.51326764,Carlston Harris,Jared Gooden,2023-03-11
0.5993928,0.40060726,Victor Henry,Tony Gravely,2023-03-11
0.58645105,0.41354898,Bo Nickal,Jamie Pickett,2023-03-04
0.37419474,0.62580526,Mateusz Gamrot,Jalin Turner,2023-03-04
0.30870992,0.6912901,Jon Jones,Ciryl Gane,2023-03-04
0.6622796,0.3377204,Valentina Shevchenko,Alexa Grasso,2023-03-04
0.4524446,0.5475554,Geoff Neal,Shavkat Rakhmonov,2023-03-04
0.728409,0.271591,Viviane Araujo,Amanda Ribas,2023-03-04
0.27262896,0.72737104,Derek Brunson,Dricus Du Plessis,2023-03-04
0.24482846,0.75517154,Cody Garbrandt,Trevin Jones,2023-03-04
0.47354114,0.52645886,Julian Marquez,Marc-Andre Barriault,2023-03-04
0.27759272,0.7224073,Mana Martinez,Cameron Saaiman,2023-03-04
0.8138818,0.18611817,Jessica Penne,Tabatha Ricci,2023-03-04
0.3990842,0.6009158,Ian Garry,Song Kenan,2023-03-04
0.4136961,0.5863039,Esteban Ribovics,Loik Radzhabov,2023-03-04
0.68925416,0.3107458,Da'Mon Blackshear,Farid Basharat,2023-03-04
0.7211481,0.27885193,Andre Muniz,Brendan Allen,2023-02-25
0.5885024,0.41149762,Tatiana Suarez,Montana De La Rosa,2023-02-25
0.47160488,0.5283951,Erick Gonzalez,Trevor Peek,2023-02-25
0.2825027,0.7174973,Jasmine Jasudavicius,Gabriella Fernandes,2023-02-25
0.6143344,0.3856656,Jordan Leavitt,Victor Martinez,2023-02-25
0.6257334,0.37426662,Mike Malott,Yohan Lainesse,2023-02-25
0.6317812,0.36821875,Augusto Sakai,Don'Tale Mayes,2023-02-25
0.49051273,0.5094873,Ode Osbourne,Charles Johnson,2023-02-25
0.48979568,0.5102043,Joe Solecki,Carl Deaton,2023-02-25
0.62394774,0.3760523,Rafael Alves,Nurullo Aliev,2023-02-25
0.30103344,0.69896656,Josh Parisian,Jamal Pogues,2023-02-18
0.7576067,0.24239331,Jessica Andrade,Erin Blanchfield,2023-02-18
0.41967583,0.5803242,Jordan Wright,Zac Pauga,2023-02-18
0.39797252,0.6020275,William Knight,Marcin Prachnio,2023-02-18
0.7048003,0.2951997,Jim Miller,Alexander Hernandez,2023-02-18
0.33276463,0.6672354,Nazim Sadykhov,Evan Elder,2023-02-18
0.28266048,0.7173395,Jamall Emmers,Khusein Askhabov,2023-02-18
0.21681148,0.7831885,Lina Lansberg,Mayra Bueno Silva,2023-02-18
0.3886472,0.6113528,Ovince Saint Preux,Philipe Lins,2023-02-18
0.267173,0.732827,AJ Fletcher,Themba Gorimbo,2023-02-18
0.7133386,0.2866614,Clayton Carpenter,Juancamilo Ronderos,2023-02-18
0.5520532,0.4479468,Islam Makhachev,Alexander Volkanovski,2023-02-11
0.4053886,0.5946114,Jack Della Maddalena,Randy Brown,2023-02-11
0.41307354,0.58692646,Josh Culibao,Melsik Baghdasaryan,2023-02-11
0.88956314,0.11043686,Justin Tafa,Parker Porter,2023-02-11
0.32742256,0.67257744,Jimmy Crute,Alonzo Menifield,2023-02-11
0.6314851,0.36851487,Yair Rodriguez,Josh Emmett,2023-02-11
0.38049662,0.6195034,Shannon Ross,Kleydson Rodrigues,2023-02-11
0.32599145,0.67400855,Tyson Pedro,Modestas Bukauskas,2023-02-11
0.4084524,0.5915476,Jamie Mullarkey,Francisco Prado,2023-02-11
0.33809835,0.66190165,Jack Jenkins,Don Shainis,2023-02-11
0.6493987,0.3506013,Loma Lookboonmee,Elise Reed,2023-02-11
0.29609674,0.70390326,Shane Young,Blake Bilder,2023-02-11
0.5716497,0.42835033,Zubaira Tukhugov,Elves Brener,2023-02-11
0.7698262,0.23017383,Yusaku Kinoshita,Adam Fugitt,2023-02-04
0.26055062,0.7394494,Dooho Choi,Kyle Nelson,2023-02-04
0.67815673,0.3218433,Marcin Tybura,Blagoy Ivanov,2023-02-04
0.34353364,0.65646636,Toshiomi Kazama,Rinya Nakamura,2023-02-04
0.6974283,0.3025717,Da Woon Jung,Devin Clark,2023-02-04
0.50116897,0.49883103,JeongYeong Lee,Yizha,2023-02-04
0.29273063,0.7072694,Derrick Lewis,Serghei Spivac,2023-02-04
0.76498353,0.23501644,Tatsuro Taira,Jesus Aguilar,2023-02-04
0.6094041,0.3905959,Jeka Saragih,Anshul Jubli,2023-02-04
0.3909886,0.6090114,SeungGuk Choi,HyunSung Park,2023-02-04
0.22959435,0.77040565,JunYong Park,Denis Tiuliulin,2023-02-04
0.50358754,0.49641246,Lauren Murphy,Jessica Andrade,2023-01-21
0.81857675,0.18142326,Deiveson Figueiredo,Brandon Moreno,2023-01-21
0.3816594,0.6183406,Mauricio Rua,Ihor Potieria,2023-01-21
0.38817865,0.61182135,Glover Teixeira,Jamahal Hill,2023-01-21
0.33349258,0.6665074,Thiago Moises,Melquizael Costa,2023-01-21
0.27446556,0.72553444,Gilbert Burns,Neil Magny,2023-01-21
0.8162972,0.18370286,Gregory Rodrigues,Brunno Ferreira,2023-01-21
0.6771785,0.32282153,Paul Craig,Johnny Walker,2023-01-21
0.475043,0.524957,Shamil Abdurakhimov,Jailton Almeida,2023-01-21
0.5758244,0.42417562,Warlley Alves,Nicolas Dalby,2023-01-21
0.46836644,0.53163356,Luan Lacerda,Cody Stamann,2023-01-21
0.2742988,0.7257012,Gabriel Bonfim,Mounir Lazzez,2023-01-21
0.39415443,0.6058456,Ismael Bonfim,Terrance McKinney,2023-01-21
0.68463206,0.31536797,Josiane Nunes,Zarah Fairn,2023-01-21
0.84502184,0.15497816,Saimon Oliveira,Daniel Marcos,2023-01-21
0.32110697,0.678893,Sean Strickland,Nassourdine Imavov,2023-01-14
0.2624361,0.7375639,Ketlen Vieira,Raquel Pennington,2023-01-14
0.6479223,0.35207775,Dan Ige,Damon Jackson,2023-01-14
0.7060755,0.2939245,Javid Basharat,Mateus Mendonca,2023-01-14
0.5071272,0.49287277,Punahele Soriano,Roman Kopylov,2023-01-14
0.41552943,0.58447057,Mateusz Rebecki,Nick Fiore,2023-01-14
0.6989372,0.3010628,Umar Nurmagomedov,Raoni Barcelos,2023-01-14
0.48771513,0.5122849,Allan Nascimento,Carlos Hernandez,2023-01-14
0.46066296,0.53933704,Claudio Ribeiro,Abdul Razak Alhassan,2023-01-14
0.76728445,0.23271555,Dan Argueta,Nick Aguirre,2023-01-14
0.48895586,0.51104414,Charles Johnson,Jimmy Flick,2023-01-14
0.5546825,0.4453175,Alex Caceres,Julian Erosa,2022-12-17
0.30143863,0.6985614,Cody Brundage,Michal Oleksiejczuk,2022-12-17
0.48750007,0.5124999,Arman Tsarukyan,Damir Ismagulov,2022-12-17
0.7668377,0.23316228,Drew Dober,Bobby Green,2022-12-17
0.5477481,0.45225194,Jared Cannonier,Sean Strickland,2022-12-17
0.54182154,0.45817846,Amir Albazi,Alessandro Costa,2022-12-17
0.2905261,0.7094739,Cheyanne Vlismas,Cory McKenna,2022-12-17
